Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,4,Hudson Valley Region, 43-9021, Data Entry Keyers,1090,41660,39720,30550,47210
10,4,Hudson Valley Region, 43-9022, Word Processors and Typists,3950,50510,50990,38640,56440
10,4,Hudson Valley Region, 43-9031, Desktop Publishers,n/a,37090,43290,23088,44550
10,4,Hudson Valley Region, 43-9041, Insurance Claims and Policy Processing Clerks,810,48840,47020,35000,55760
10,4,Hudson Valley Region, 43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",820,34510,30330,27630,37940
10,4,Hudson Valley Region, 43-9061," Office Clerks, General",17700,36480,33170,24230,42600
10,4,Hudson Valley Region, 43-9071," Office Machine Operators, Except Computer",690,36630,37020,30300,39800
10,4,Hudson Valley Region, 43-9081, Proofreaders and Copy Markers,n/a,46240,47750,37800,50450
10,4,Hudson Valley Region, 43-9111, Statistical Assistants,n/a,57740,55720,42460,65390
10,4,Hudson Valley Region, 43-9199,"Office and Administrative Support Workers, All Other",280,46880,43640,28230,56210
10,4,Hudson Valley Region, 45-0000,"Farming, Fishing, and Forestry Occupations",850,34130,30110,24950,38720
10,4,Hudson Valley Region, 45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",n/a,49150,44040,32540,57450
10,4,Hudson Valley Region, 45-2011, Agricultural Inspectors,n/a,60760,61590,44240,69020
10,4,Hudson Valley Region, 45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",450,30400,29300,25740,32730
10,4,Hudson Valley Region, 45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",260,30280,27280,23088,33950
10,4,Hudson Valley Region, 45-4011, Forest and Conservation Workers,n/a,48680,42780,31270,57380
10,4,Hudson Valley Region, 47-0000,Construction and Extraction Occupations,44300,67220,59150,36160,82750
10,4,Hudson Valley Region, 47-1011,Supervisors of Construction and Extraction Workers,3480,86940,84010,55310,102760
10,4,Hudson Valley Region, 47-2011, Boilermakers,n/a,97580,99390,84940,103900
10,4,Hudson Valley Region, 47-2021, Brickmasons and Blockmasons,530,71890,70280,44900,85390
10,4,Hudson Valley Region, 47-2022, Stonemasons,n/a,35540,32360,26400,40110
10,4,Hudson Valley Region, 47-2031, Carpenters,7590,65440,57100,36600,79860
10,4,Hudson Valley Region, 47-2041, Carpet Installers,n/a,33880,30610,28580,36530
10,4,Hudson Valley Region, 47-2042," Floor Layers, Except Carpet, Wood, and Hard Tiles",n/a,50830,40320,34490,59010
10,4,Hudson Valley Region, 47-2051, Cement Masons and Concrete Finishers,700,73470,71690,42160,89120
10,4,Hudson Valley Region, 47-2061, Construction Laborers,8580,59300,53230,33020,72450
10,4,Hudson Valley Region, 47-2073,Operating Engineers and Other Construction Equipment Operators,2190,94180,81550,54580,113990
10,4,Hudson Valley Region, 47-2082, Tapers,n/a,64000,60680,50440,70780
10,4,Hudson Valley Region, 47-2111, Electricians,3840,88340,69490,44010,110510
10,4,Hudson Valley Region, 47-2121, Glaziers,560,60390,51640,40030,70570
10,4,Hudson Valley Region, 47-2131," Insulation Workers, Floor, Ceiling, and Wall",160,48440,48290,34050,55630
10,4,Hudson Valley Region, 47-2132," Insulation Workers, Mechanical",n/a,61240,46410,41510,71110
10,4,Hudson Valley Region, 47-2141," Painters, Construction and Maintenance",2010,52280,45140,30690,63080
10,4,Hudson Valley Region, 47-2151, Pipelayers,n/a,69310,70420,51580,78170
10,4,Hudson Valley Region, 47-2152," Plumbers, Pipefitters, and Steamfitters",2810,81490,80300,49110,97690
10,4,Hudson Valley Region, 47-2161, Plasterers and Stucco Masons,n/a,71470,69150,39330,87530
10,4,Hudson Valley Region, 47-2171, Reinforcing Iron and Rebar Workers,n/a,101410,107690,77930,113150
10,4,Hudson Valley Region, 47-2181, Roofers,450,65460,49570,34710,80830
10,4,Hudson Valley Region, 47-2211, Sheet Metal Workers,n/a,71710,61530,39060,88030
10,4,Hudson Valley Region, 47-2221, Structural Iron and Steel Workers,790,93310,97550,68330,105800
10,4,Hudson Valley Region, 47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",n/a,33160,34100,28120,35690
10,4,Hudson Valley Region, 47-3012,Helpers--Carpenters,120,38140,37520,30770,41820
10,4,Hudson Valley Region, 47-3013,Helpers--Electricians,540,41760,41530,31820,46740
10,4,Hudson Valley Region, 47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",n/a,35620,25640,24030,41420
10,4,Hudson Valley Region, 47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",550,40450,39540,27760,46790
10,4,Hudson Valley Region, 47-3019,"Helpers, Construction Trades, All Other",n/a,31620,31560,26820,34020
10,4,Hudson Valley Region, 47-4011, Construction and Building Inspectors,1010,66040,65080,34160,81980
10,4,Hudson Valley Region, 47-4041, Hazardous Materials Removal Workers,300,56090,67130,32060,68110
10,4,Hudson Valley Region, 47-4051, Highway Maintenance Workers,2670,57930,57390,41570,66110
10,4,Hudson Valley Region, 47-4071, Septic Tank Servicers and Sewer Pipe Cleaners,250,42370,39740,33410,46860
10,4,Hudson Valley Region, 47-4090,Miscellaneous Construction and Related Workers,n/a,44270,38610,30540,51140
10,4,Hudson Valley Region, 47-5021," Earth Drillers, Except Oil and Gas",n/a,58120,59490,52730,60820
10,4,Hudson Valley Region, 47-5041, Continuous Mining Machine Operators,n/a,42320,43150,36030,45460
10,4,Hudson Valley Region, 49-0000,"Installation, Maintenance, and Repair Occupations",38620,55030,51450,31130,66980
10,4,Hudson Valley Region, 49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",2940,82920,79610,52740,98010
10,4,Hudson Valley Region, 49-2011,"Computer, Automated Teller, and Office Machine Repairers",460,49160,49170,32700,57390
10,4,Hudson Valley Region, 49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",n/a,78940,82420,60340,88250
10,4,Hudson Valley Region, 49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",130,60130,58870,43080,68650
10,4,Hudson Valley Region, 49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",370,86820,85630,63580,98440
10,4,Hudson Valley Region, 49-2097,Electronic Home Entertainment Equipment Installers and Repairers,n/a,39550,36210,29460,44600
10,4,Hudson Valley Region, 49-2098, Security and Fire Alarm Systems Installers,660,58410,57940,39150,68050
10,4,Hudson Valley Region, 49-3011, Aircraft Mechanics and Service Technicians,150,66860,69150,47830,76380
10,4,Hudson Valley Region, 49-3021, Automotive Body and Related Repairers,1100,51180,51080,35130,59200
10,4,Hudson Valley Region, 49-3022, Automotive Glass Installers and Repairers,n/a,33660,31560,27640,36670
10,4,Hudson Valley Region, 49-3023, Automotive Service Technicians and Mechanics,5180,47530,47270,28950,56820
10,4,Hudson Valley Region, 49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,1560,59140,58100,41270,68080
10,4,Hudson Valley Region, 49-3041, Farm Equipment Mechanics and Service Technicians,n/a,43840,45070,31950,49780
10,4,Hudson Valley Region, 49-3042," Mobile Heavy Equipment Mechanics, Except Engines",380,68820,64230,46100,80170
10,4,Hudson Valley Region, 49-3052, Motorcycle Mechanics,n/a,36340,34480,28300,40350
10,4,Hudson Valley Region, 49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,290,44650,43740,30410,51760
10,4,Hudson Valley Region, 49-3093, Tire Repairers and Changers,1300,28300,27580,23180,30860
10,4,Hudson Valley Region, 49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",140,90760,93630,69840,101220
10,4,Hudson Valley Region, 49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",2550,56330,55580,33640,67680
10,4,Hudson Valley Region, 49-9031, Home Appliance Repairers,n/a,51330,51870,44600,54700
10,4,Hudson Valley Region, 49-9041, Industrial Machinery Mechanics,1360,68300,63290,44760,80080
10,4,Hudson Valley Region, 49-9043," Maintenance Workers, Machinery",400,56900,56240,39980,65360
10,4,Hudson Valley Region, 49-9044, Millwrights,n/a,74070,50370,44660,88770
10,4,Hudson Valley Region, 49-9051, Electrical Power-Line Installers and Repairers,780,92970,98050,65740,106580
10,4,Hudson Valley Region, 49-9052, Telecommunications Line Installers and Repairers,n/a,84560,90920,66150,93760
10,4,Hudson Valley Region, 49-9062, Medical Equipment Repairers,450,76280,77150,46620,91110
10,4,Hudson Valley Region, 49-9063, Musical Instrument Repairers and Tuners,n/a,44460,44750,33430,49970
10,4,Hudson Valley Region, 49-9069,"Precision Instrument and Equipment Repairers, All Other",n/a,51670,48230,40470,57280
10,4,Hudson Valley Region, 49-9071," Maintenance and Repair Workers, General",11540,47520,46380,30230,56160
10,4,Hudson Valley Region, 49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",200,54670,54820,33390,65300
10,4,Hudson Valley Region, 49-9094, Locksmiths and Safe Repairers,n/a,56080,57190,49420,59410
10,4,Hudson Valley Region, 49-9096, Riggers,n/a,81990,84400,68220,88870
10,4,Hudson Valley Region, 49-9098,"Helpers--Installation, Maintenance, and Repair Workers",360,36390,31630,26400,41390
10,4,Hudson Valley Region, 49-9099,"Installation, Maintenance, and Repair Workers, All Other",2700,35410,34480,27490,39370
10,4,Hudson Valley Region, 51-0000,Production Occupations,31210,42880,36710,25070,51790
10,4,Hudson Valley Region, 51-1011,First-Line Supervisors of Production and Operating Workers,2540,76970,73980,45130,92890
10,4,Hudson Valley Region, 51-2028,"Electrical, electronic, and electromechanical assemblers, except coil winders, tapers, and finishers?(OES-specific code and title)",810,36960,35830,25090,42900
10,4,Hudson Valley Region, 51-2041, Structural Metal Fabricators and Fitters,n/a,45410,44630,30210,53010
10,4,Hudson Valley Region, 51-2098,"Assemblers and fabricators, all other, including team assemblers?(OES-specific code and title)",3230,34420,30960,24180,39540
10,4,Hudson Valley Region, 51-3011, Bakers,1650,31630,28280,23850,35520
10,4,Hudson Valley Region, 51-3021, Butchers and Meat Cutters,880,43580,40340,27440,51650
10,4,Hudson Valley Region, 51-3022," Meat, Poultry, and Fish Cutters and Trimmers",230,31520,28560,23430,35560
10,4,Hudson Valley Region, 51-3023, Slaughterers and Meat Packers,n/a,25000,24470,24240,25380
10,4,Hudson Valley Region, 51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",120,30150,26200,23680,33380
10,4,Hudson Valley Region, 51-3092, Food Batchmakers,820,28940,25310,23570,31630
10,4,Hudson Valley Region, 51-3093, Food Cooking Machine Operators and Tenders,n/a,35740,36530,31420,37900
10,4,Hudson Valley Region, 51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",400,35870,33160,24240,41690
10,4,Hudson Valley Region, 51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",n/a,56560,55700,36430,66620
10,4,Hudson Valley Region, 51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",260,39370,39480,28430,44850
10,4,Hudson Valley Region, 51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",470,45190,42820,28810,53390
10,4,Hudson Valley Region, 51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",100,39520,38210,28740,44900
10,4,Hudson Valley Region, 51-4041, Machinists,920,44620,39970,30880,51500
10,4,Hudson Valley Region, 51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",330,35860,35070,27530,40030
10,4,Hudson Valley Region, 51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",150,34590,24160,23088,40820
10,4,Hudson Valley Region, 51-4111, Tool and Die Makers,130,55980,57030,37720,65110
10,4,Hudson Valley Region, 51-4121," Welders, Cutters, Solderers, and Brazers",840,50670,48340,32820,59600
10,4,Hudson Valley Region, 51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",n/a,43520,44270,29830,50370
10,4,Hudson Valley Region, 51-4199,"Metal Workers and Plastic Workers, All Other",n/a,49160,48190,34730,56370
10,4,Hudson Valley Region, 51-5111, Prepress Technician and Workers,110,37810,35470,25420,44010
10,4,Hudson Valley Region, 51-5112, Printing Press Operators,400,43770,39730,29150,51080
10,4,Hudson Valley Region, 51-5113, Print Binding and Finishing Workers,n/a,34300,29040,23330,39790
10,4,Hudson Valley Region, 51-6011, Laundry and Dry-Cleaning Workers,1710,26910,24150,23088,29180
10,4,Hudson Valley Region, 51-6021," Pressers, Textile, Garment, and Related Materials",600,29330,25600,23640,32170
10,4,Hudson Valley Region, 51-6031, Sewing Machine Operators,480,31680,28990,23540,35740
10,4,Hudson Valley Region, 51-6041, Shoe and Leather Workers and Repairers,n/a,24430,23088,23088,25580
10,4,Hudson Valley Region, 51-6052," Tailors, Dressmakers, and Custom Sewers",n/a,35940,35770,25590,41110
10,4,Hudson Valley Region, 51-6062,"Textile Cutting Machine Setters, Operators, and Tenders",n/a,35790,29830,28370,39500
10,4,Hudson Valley Region, 51-6099,"Textile, Apparel, and Furnishings Workers, All Other",n/a,59190,61020,43640,66960
10,4,Hudson Valley Region, 51-7011, Cabinetmakers and Bench Carpenters,510,47370,46350,35000,53560
10,4,Hudson Valley Region, 51-7021, Furniture Finishers,n/a,55700,53690,32560,67270
10,4,Hudson Valley Region, 51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",n/a,40930,36330,28080,47360
10,4,Hudson Valley Region, 51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",140,32530,27890,23610,36980
10,4,Hudson Valley Region, 51-8012, Power Distributors and Dispatchers,n/a,108180,110090,88700,117920
10,4,Hudson Valley Region, 51-8013, Power Plant Operators,220,87660,88420,59160,101910
10,4,Hudson Valley Region, 51-8021, Stationary Engineers and Boiler Operators,260,70490,64940,51280,80100
10,4,Hudson Valley Region, 51-8031,Water and Wastewater Treatment Plant and System Operators,770,59240,59900,39530,69100
10,4,Hudson Valley Region, 51-8092, Gas Plant Operators,n/a,72450,66550,59770,78780
10,4,Hudson Valley Region, 51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",n/a,59430,59610,48550,64880
10,4,Hudson Valley Region, 51-9011, Chemical Equipment Operators and Tenders,230,42090,40490,25630,50330
10,4,Hudson Valley Region, 51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",310,45650,42850,31520,52710
10,4,Hudson Valley Region, 51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",n/a,41700,43850,30500,47290
10,4,Hudson Valley Region, 51-9022," Grinding and Polishing Workers, Hand",n/a,43350,38730,29020,50520
10,4,Hudson Valley Region, 51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",520,43900,44210,30150,50770
10,4,Hudson Valley Region, 51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",180,36330,35130,27830,40580
10,4,Hudson Valley Region, 51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",200,42380,43230,31230,47950
10,4,Hudson Valley Region, 51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",n/a,47570,50770,34880,53920
10,4,Hudson Valley Region, 51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",2360,42390,38070,25510,50830
10,4,Hudson Valley Region, 51-9071, Jewelers and Precious Stone and Metal Workers,340,38960,31530,24040,46420
10,4,Hudson Valley Region, 51-9081, Dental Laboratory Technicians,280,61850,54180,31690,76930
10,4,Hudson Valley Region, 51-9083, Ophthalmic Laboratory Technicians,420,38150,37780,26580,43930
10,4,Hudson Valley Region, 51-9111,Packaging and Filling Machine Operators and Tenders,2190,32200,28640,23780,36410
10,4,Hudson Valley Region, 51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",100,35990,30930,26280,40850
10,4,Hudson Valley Region, 51-9122," Painters, Transportation Equipment",250,52670,53820,36610,60700
10,4,Hudson Valley Region, 51-9123," Painting, Coating, and Decorating Workers",n/a,39850,37840,29020,45260
10,4,Hudson Valley Region, 51-9141, Semiconductor Processors,520,54160,53030,40170,61160
10,4,Hudson Valley Region, 51-9151,Photographic Process Workers and Processing Machine Operators,n/a,27970,23088,23088,30880
10,4,Hudson Valley Region, 51-9191, Adhesive Bonding Machine Operators and Tenders,n/a,33970,31330,28490,36710
10,4,Hudson Valley Region, 51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",n/a,43740,45870,37520,46840
10,4,Hudson Valley Region, 51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",n/a,40840,42110,28310,47110
10,4,Hudson Valley Region, 51-9196,"Paper Goods Machine Setters, Operators, and Tenders",n/a,31330,30160,25830,34080
10,4,Hudson Valley Region, 51-9198, Helpers--Production Workers,540,30990,29210,23850,34550
10,4,Hudson Valley Region, 51-9199," Production Workers, All Other",440,37040,32920,23088,44030
10,4,Hudson Valley Region, 53-0000,Transportation and Material Moving Occupations,54830,42570,37780,25990,50850
10,4,Hudson Valley Region, 53-1011, Aircraft Cargo Handling Supervisors,n/a,54360,42490,38880,62110
10,4,Hudson Valley Region, 53-1048,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors?(OES-specific code and title)",2160,66320,62740,44280,77340
10,4,Hudson Valley Region, 53-2012, Commercial Pilots,130,118590,110150,80950,137410
10,4,Hudson Valley Region, 53-3021," Bus Drivers, Transit and Intercity",1430,53670,48790,36030,62480
10,4,Hudson Valley Region, 53-3022," Bus Drivers, School or Special Client",7940,45500,43940,33850,51320
10,4,Hudson Valley Region, 53-3031, Driver/Sales Workers,1880,34960,26150,23380,40740
10,4,Hudson Valley Region, 53-3032, Heavy and Tractor-Trailer Truck Drivers,7050,55130,52060,40270,62560
10,4,Hudson Valley Region, 53-3033, Light Truck or Delivery Services Drivers,4680,37210,31270,24370,43630
10,4,Hudson Valley Region, 53-3041, Taxi Drivers and Chauffeurs,1750,34760,31360,25310,39480
10,4,Hudson Valley Region, 53-3099," Motor Vehicle Operators, All Other",360,33790,25800,23360,39010
10,4,Hudson Valley Region, 53-5011, Sailors and Marine Oilers,n/a,86410,95490,57090,101070
10,4,Hudson Valley Region, 53-5021,"Captains, Mates, and Pilots of Water Vessels",n/a,120790,107770,69970,146210
10,4,Hudson Valley Region, 53-6021, Parking Lot Attendants,890,27970,25460,24180,29870
10,4,Hudson Valley Region, 53-6031, Automotive and Watercraft Service Attendants,580,29110,25090,23088,32420
10,4,Hudson Valley Region, 53-6041, Traffic Technicians,n/a,63220,62550,49780,69940
10,4,Hudson Valley Region, 53-6051, Transportation Inspectors,n/a,67720,62540,56150,73510
10,4,Hudson Valley Region, 53-6099," Transportation Workers, All Other",130,39250,37900,28760,44500
10,4,Hudson Valley Region, 53-7021, Crane and Tower Operators,180,142710,153040,109190,159470
10,4,Hudson Valley Region, 53-7032,Excavating and Loading Machine and Dragline Operators,370,89080,92410,40640,113310
10,4,Hudson Valley Region, 53-7051, Industrial Truck and Tractor Operators,2080,44920,39970,30820,51960
10,4,Hudson Valley Region, 53-7061, Cleaners of Vehicles and Equipment,1760,30200,25650,23560,33520
10,4,Hudson Valley Region, 53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",16250,36010,32200,24860,41580
10,4,Hudson Valley Region, 53-7063, Machine Feeders and Offbearers,n/a,38710,42070,26510,44820
10,4,Hudson Valley Region, 53-7064," Packers and Packagers, Hand",3730,29850,28140,23900,32820
10,4,Hudson Valley Region, 53-7081, Refuse and Recyclable Material Collectors,890,53520,56360,34320,63110
10,4,Hudson Valley Region, 53-7199," Material Moving Workers, All Other",n/a,56640,55800,46090,61910
10,5,Long Island Region, 00-0000,"Total, All Occupations",1318340,60550,45220,26090,77790
10,5,Long Island Region, 11-0000,Management Occupations,58340,152610,132610,78740,189550
10,5,Long Island Region, 11-1011, Chief Executives,1160,244290,,138700,297080
10,5,Long Island Region, 11-1021, General and Operations Managers,24690,154220,125620,72800,194920
10,5,Long Island Region, 11-1031, Legislators,330,89230,92630,77690,94990
10,5,Long Island Region, 11-2011, Advertising and Promotions Managers,n/a,111510,66720,60240,137150
10,5,Long Island Region, 11-2021, Marketing Managers,1530,166780,148520,90020,205150
10,5,Long Island Region, 11-2022, Sales Managers,2780,175650,164060,106890,210020
10,5,Long Island Region, 11-2031, Public Relations and Fundraising Managers,330,146090,133140,103800,167230
10,5,Long Island Region, 11-3011, Administrative Services Managers,2320,137610,124900,87310,162760
10,5,Long Island Region, 11-3021, Computer and Information Systems Managers,2190,171990,160870,121730,197120
10,5,Long Island Region, 11-3031,Financial Managers,3360,176100,156490,106010,211140
10,5,Long Island Region, 11-3051, Industrial Production Managers,920,137310,131090,95890,158020
10,5,Long Island Region, 11-3061, Purchasing Managers,460,156580,148320,102630,183550
10,5,Long Island Region, 11-3071,"Transportation, Storage, and Distribution Managers",600,116770,110320,75900,137200
10,5,Long Island Region, 11-3111, Compensation and Benefits Managers,120,148190,144930,95520,174520
10,5,Long Island Region, 11-3121, Human Resources Managers,730,157570,149190,106060,183320
10,5,Long Island Region, 11-3131, Training and Development Managers,340,160500,148900,99240,191130
10,5,Long Island Region, 11-9021, Construction Managers,1100,144520,128110,87010,173280
10,5,Long Island Region, 11-9031,"Education Administrators, Preschool and Childcare Center/Program",620,85910,68090,45640,106040
10,5,Long Island Region, 11-9032,"Education Administrators, Elementary and Secondary School",3030,160830,157180,118650,181920
10,5,Long Island Region, 11-9033," Education Administrators, Postsecondary",990,121190,98940,59820,151870
10,5,Long Island Region, 11-9039," Education Administrators, All Other",200,85290,60980,43080,106400
10,5,Long Island Region, 11-9041, Architectural and Engineering Managers,820,184440,167300,126470,213420
10,5,Long Island Region, 11-9051,Food Service Managers,1420,79690,75490,53900,92580
10,5,Long Island Region, 11-9061, Funeral Service Managers,140,119900,108600,79170,140270
10,5,Long Island Region, 11-9081,Lodging Managers,n/a,71070,72870,52590,80310
10,5,Long Island Region, 11-9111, Medical and Health Services Managers,4010,166010,137670,96890,200570
10,5,Long Island Region, 11-9121, Natural Sciences Managers,140,156640,142230,93940,187990
10,5,Long Island Region, 11-9131,Postmasters and Mail Superintendents,150,85310,85800,74730,90600
10,5,Long Island Region, 11-9141,"Property, Real Estate, and Community Association Managers",770,126780,103300,89770,145290
10,5,Long Island Region, 11-9151, Social and Community Service Managers,1270,88150,84370,55180,104640
10,5,Long Island Region, 11-9161, Emergency Management Directors,n/a,117480,98200,71850,140300
10,5,Long Island Region, 11-9199," Managers, All Other",1410,128060,120730,79710,152230
10,5,Long Island Region, 13-0000,Business and Financial Operations Occupations,57230,83980,74270,47710,102110
10,5,Long Island Region, 13-1011,"Agents and Business Managers of Artists, Performers, and Athletes",n/a,102710,97290,56660,125740
10,5,Long Island Region, 13-1020,Buyers and Purchasing Agents,2930,73190,72200,46130,86720
10,5,Long Island Region, 13-1031," Claims Adjusters, Examiners, and Investigators",4040,70740,66680,49370,81430
10,5,Long Island Region, 13-1032," Insurance Appraisers, Auto Damage",220,64240,61480,52070,70330
10,5,Long Island Region, 13-1041, Compliance Officers,2210,75340,70730,48960,88530
10,5,Long Island Region, 13-1051, Cost Estimators,2070,81100,71060,47750,97770
10,5,Long Island Region, 13-1071, Human Resources Specialists,3650,74100,67840,49080,86610
10,5,Long Island Region, 13-1075, Labor Relations Specialists,850,80630,71030,46450,97720
10,5,Long Island Region, 13-1081, Logisticians,330,83880,80610,55500,98070
10,5,Long Island Region, 13-1111, Management Analysts,4170,128080,101970,62290,160970
10,5,Long Island Region, 13-1121," Meeting, Convention, and Event Planners",950,73730,58590,38980,91100
10,5,Long Island Region, 13-1131, Fundraisers,300,60330,56120,30130,75440
10,5,Long Island Region, 13-1141,"Compensation, Benefits, and Job Analysis Specialists",760,76970,74740,49750,90580
10,5,Long Island Region, 13-1151, Training and Development Specialists,2300,71160,67740,44070,84710
10,5,Long Island Region, 13-1161,Market Research Analysts and Marketing Specialists,4950,65860,59580,35110,81240
10,5,Long Island Region, 13-1199," Business Operations Specialists, All Other",3330,79390,73840,44530,96820
10,5,Long Island Region, 13-2011, Accountants and Auditors,13110,90770,83060,57250,107530
10,5,Long Island Region, 13-2021, Appraisers and Assessors of Real Estate,620,76680,75730,52400,88820
10,5,Long Island Region, 13-2031, Budget Analysts,300,93940,93460,66140,107850
10,5,Long Island Region, 13-2041, Credit Analysts,680,81000,67160,44570,99220
10,5,Long Island Region, 13-2051, Financial Analysts,1730,95830,83810,57490,114990
10,5,Long Island Region, 13-2052, Personal Financial Advisors,1600,101990,77950,47350,129300
10,5,Long Island Region, 13-2053, Insurance Underwriters,1280,78870,71360,51760,92420
10,5,Long Island Region, 13-2061, Financial Examiners,350,100710,95170,62230,119940
10,5,Long Island Region, 13-2071, Credit Counselors,180,59330,52150,40370,68820
10,5,Long Island Region, 13-2072, Loan Officers,1880,105370,77220,40600,137750
10,5,Long Island Region, 13-2081," Tax Examiners and Collectors, and Revenue Agents",1160,66310,62760,49710,74600
10,5,Long Island Region, 13-2082,Tax Preparers,710,54760,46700,30580,66850
10,5,Long Island Region, 13-2099," Financial Specialists, All Other",400,68830,70850,38440,84020
10,5,Long Island Region, 15-0000,Computer and Mathematical Occupations,24730,90850,84610,51790,110380
10,5,Long Island Region, 15-1111, Computer and Information Research Scientists,170,144650,141500,88910,172520
10,5,Long Island Region, 15-1121, Computer Systems Analysts,3680,97030,91690,66100,112500
10,5,Long Island Region, 15-1122, Information Security Analysts,790,106660,99180,57830,131070
10,5,Long Island Region, 15-1131, Computer Programmers,2080,90740,90720,47990,112120
10,5,Long Island Region, 15-1132," Software Developers, Applications",3840,105320,101100,66470,124740
10,5,Long Island Region, 15-1133," Software Developers, Systems Software",2020,119180,118860,77320,140120
10,5,Long Island Region, 15-1134, Web Developers,830,67630,61070,36210,83350
10,5,Long Island Region, 15-1141, Database Administrators,770,97320,94470,61790,115090
10,5,Long Island Region, 15-1142, Network and Computer Systems Administrators,2680,92740,85750,63490,107370
10,5,Long Island Region, 15-1143, Computer Network Architects,990,111270,108600,72890,130460
10,5,Long Island Region, 15-1151, Computer User Support Specialists,5010,58020,54740,37810,68130
10,5,Long Island Region, 15-1152, Computer Network Support Specialists,1110,80170,75130,53410,93550
10,5,Long Island Region, 15-1199," Computer Occupations, All Other",300,102610,102080,70490,118670
10,5,Long Island Region, 15-2011, Actuaries,130,121920,96900,57790,153980
10,5,Long Island Region, 15-2031, Operations Research Analysts,250,90480,85980,62500,104460
10,5,Long Island Region, 15-2041, Statisticians,n/a,103130,95800,68870,120260
10,5,Long Island Region, 17-0000,Architecture and Engineering Occupations,14370,93110,84810,54300,112510
10,5,Long Island Region, 17-1011," Architects, Except Landscape and Naval",710,164460,116970,66760,213310
10,5,Long Island Region, 17-1012, Landscape Architects,200,78160,72140,51020,91740
10,5,Long Island Region, 17-1021, Cartographers and Photogrammetrists,n/a,84830,87750,68640,92930
10,5,Long Island Region, 17-1022, Surveyors,270,106000,104750,73940,122030
10,5,Long Island Region, 17-2011, Aerospace Engineers,n/a,142160,136430,113990,156240
10,5,Long Island Region, 17-2031, Biomedical Engineers,n/a,98160,100550,70280,112100
10,5,Long Island Region, 17-2041,Chemical Engineers,n/a,82140,82020,57650,94390
10,5,Long Island Region, 17-2051, Civil Engineers,2170,104070,101910,66010,123100
10,5,Long Island Region, 17-2061, Computer Hardware Engineers,220,117680,113530,82990,135030
10,5,Long Island Region, 17-2071, Electrical Engineers,1150,108390,103930,76170,124500
10,5,Long Island Region, 17-2072," Electronics Engineers, Except Computer",800,101960,98080,80560,112660
10,5,Long Island Region, 17-2081, Environmental Engineers,460,104110,89400,59320,126510
10,5,Long Island Region, 17-2111,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",380,98350,97100,62490,116280
